"","PointID","Site","State","RegionNum","Treatment","VisitNum","runnel_age","Year","Point_X","Point_Y","SurveyWindow","SurveyDate","Month","Day","Observer","Tide","SurveyTime","TempF","Sky","WindSp","Noise","Site_Date","DistBand","AlphaCode","Count","feeding_guild","wetland_score"
"113","Essex NAC South","Essex","MA",2,"No Action",1,NA,2023,-70.771131,42.651806,1,"6/15/2023",6,15,"JLG","Low/Rising","6:35",61,2,0,1,"Essex NAC South 6/15/2023  ","0-50m","ALFL",0,"AERIAL",3
"114","NR REF","Narrow River","RI",3,"Reference",2,NA,2022,41.447894,-71.461905,3,"6/29/2022",6,29,"JH","High/Falling","932",69,1,0,0,"NR REF 6/29/2022  ","0-50m","ALFL",0,"AERIAL",3
"115","Essex REF North","Essex","MA",2,"Reference",1,NA,2022,-70.774717,42.654558,1,"5/27/2022",5,27,"JLG","Low/Rising","6:39",61,1,0,2,"Essex REF North 5/27/2022  ","0-50m","ALFL",0,"AERIAL",3
"116","Essex REF North","Essex","MA",2,"Reference",2,NA,2022,-70.774717,42.654558,2,"6/20/2022",6,20,"JLG","High/Falling","9:55",62,0,2,2,"Essex REF North 6/20/2022  ","0-50m","ALFL",0,"AERIAL",3
"117","Essex REF South","Essex","MA",2,"Reference",1,NA,2022,-70.773536,42.649931,1,"5/27/2022",5,27,"JLG","Low/Rising","7:29",62,1,3,4,"Essex REF South 5/27/2022  ","0-50m","ALFL",0,"AERIAL",3
"118","Essex REF South","Essex","MA",2,"Reference",2,NA,2022,-70.773536,42.649931,2,"6/20/2022",6,20,"JLG","High/Falling","10:41",67,0,2,2,"Essex REF South 6/20/2022  ","0-50m","ALFL",0,"AERIAL",3
"119","CN NAC","Canonchet","RI",3,"No Action",1,NA,2022,41.442441,-71.458731,2,"6/2/2022",6,2,"SM","High/Rising","727",58,2,1,1,"CN NAC 6/2/2022  ","0-50m","ALFL",0,"AERIAL",3
"120","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2021,-71.288352,41.712839,2,"6/3/2021",6,3,"ADF","Low/Falling","5:45",60,2,1,1,"JP NAC 6/3/2021  ","0-50m","ALFL",0,"AERIAL",3
"121","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",1,8,2023,-70.82254,42.764,1,"6/8/2023",6,8,"JGM","Low/Falling","9:30",63,2,1,0,"PINE S RUN SHARP 6/8/2023  ","0-50m","ALFL",0,"AERIAL",3
"122","Essex RUN North","Essex","MA",2,"Runnel",1,0,2022,-70.775369,42.651917,1,"5/27/2022",5,27,"JLG","Low/Rising","6:02",60,2,2,2,"Essex RUN North 5/27/2022  ","0-50m","ALFL",0,"AERIAL",3
"123","Essex RUN North","Essex","MA",2,"Runnel",2,0,2022,-70.775369,42.651917,2,"6/20/2022",6,20,"JLG","High/Falling","9:20",61,0,1,1,"Essex RUN North 6/20/2022  ","0-50m","ALFL",0,"AERIAL",3
"124","Essex RUN North","Essex","MA",2,"Runnel",1,1,2023,-70.775369,42.651917,1,"6/15/2023",6,15,"JLG","Low/Rising","7:07",61,2,1,1,"Essex RUN North 6/15/2023  ","0-50m","ALFL",0,"AERIAL",3
"125","PLHA RUN North","Plum Island","MA",2,"Runnel",2,3,2022,-70.806447,42.764928,2,"6/28/2022",6,28,"JLG","Low","7:31",61,0,2,2,"PLHA RUN North 6/28/2022  ","0-50m","ALFL",0,"AERIAL",3
"126","PLHA RUN North","Plum Island","MA",2,"Runnel",1,4,2023,-70.806447,42.764928,1,"6/12/2023",6,12,"JLG","High/Falling","9:30",67,2,1,1,"PLHA RUN North 6/12/2023  ","0-50m","ALFL",1,"AERIAL",3
"127","MD NAC","Middlebridge","RI",3,"No Action",2,NA,2022,41.462694,-71.449686,3,"7/7/2022",7,7,"SM","Low/Falling","647",64,0,0,1,"MD NAC 7/7/2022  ","0-50m","ALFL",0,"AERIAL",3
"128","OTH RUN","Old Town Hill","MA",2,"Runnel",1,1,2022,-70.859639,42.771683,1,"5/31/2022",5,31,"JLG","Low/Falling","6:43",62,1,0,2,"OTH RUN 5/31/2022  ","0-50m","ALFL",0,"AERIAL",3
"129","OTH RUN","Old Town Hill","MA",2,"Runnel",2,1,2022,-70.859639,42.771683,2,"7/5/2022",7,5,"JLG","High/Falling","6:38",65,1,0,1,"OTH RUN 7/5/2022  ","0-50m","ALFL",0,"AERIAL",3
"130","PINE NAC SHARP","Pine Island","MA",2,"No Action",2,NA,2023,-70.828,42.76816,2,"7/18/2023",7,18,"JGM","Low","730",72,2,1,1,"PINE NAC SHARP 7/18/2023  ","0-50m","ALFL",0,"AERIAL",3
"131","RM NAC","Round Marsh","RI",3,"No Action",1,NA,2023,-71.3709,41.5085,1,"5/31/2023",5,31,"JH","High/Falling","602",52,2,1,1,"RM NAC 5/31/2023  ","0-50m","ALFL",0,"AERIAL",3
"132","PLHA RUN South","Plum Island","MA",2,"Runnel",2,4,2023,-70.805311,42.757836,2,"7/21/2023",7,21,"JLG","Low","916",73,2,1,2,"PLHA RUN South 7/21/2023  ","0-50m","ALFL",0,"AERIAL",3
"133","PP NAC","Potter's Pond","RI",3,"No Action",1,NA,2021,-71.523686,41.381596,1,"5/13/2021",5,13,"ADF","High/Rising","8:40",55,0,1,1,"PP NAC 5/13/2021  ","0-50m","ALFL",0,"AERIAL",3
"134","DPR N Ref","Plum Island","MA",2,"Reference",1,NA,2023,-70.81001,42.78261,1,"6/12/2023",6,12,"JGM","High/Falling","10:00",63,2,1,1,"DPR N Ref 6/12/2023  ","0-50m","ALFL",0,"AERIAL",3
"135","DPR N Ref","Plum Island","MA",2,"Reference",2,NA,2023,-70.81001,42.78261,2,"7/21/2023",7,21,"JGM","Low","940",74,2,2,0,"DPR N Ref 7/21/2023  ","0-50m","ALFL",0,"AERIAL",3
"136","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",1,6,2021,-70.83,42.7696,2,"6/23/2021",6,23,"ARP/NA","High/Rising","9:35",65,0,2,1,"PINE N RUN SHARP 6/23/2021  ","0-50m","ALFL",0,"AERIAL",3
"137","PP REF","Potter's Pond","RI",3,"Reference",2,NA,2021,-71.53134,41.378349,2,"6/15/2021",6,15,"JAH","Low/Rising","9:43",70,2,0,1,"PP REF 6/15/2021  ","0-50m","ALFL",0,"AERIAL",3
"138","PP REF","Potter's Pond","RI",3,"Reference",1,NA,2023,-71.53134,41.378349,1,"5/21/2023",5,21,"JH","High/Falling","810",57,2,2,1,"PP REF 5/21/2023  ","0-50m","ALFL",0,"AERIAL",3
"139","PP REF","Potter's Pond","RI",3,"Reference",2,NA,2023,-71.53134,41.378349,2,"6/19/2023",6,19,"JH","High/Rising","818",65,1,2,1,"PP REF 6/19/2023  ","0-50m","ALFL",0,"AERIAL",3
"140","PINE NAC SHARP","Pine Island","MA",2,"No Action",1,NA,2021,-70.828,42.76816,2,"6/23/2021",6,23,"JLG/JGM","High","10:35",65,0,2,1,"PINE NAC SHARP 6/23/2021  ","0-50m","ALFL",0,"AERIAL",3
"141","PINE NAC SHARP","Pine Island","MA",2,"No Action",2,NA,2021,-70.828,42.76816,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","7:28",73,0,1,1,"PINE NAC SHARP 7/7/2021  ","0-50m","ALFL",0,"AERIAL",3
"142","PINE NAC SHARP","Pine Island","MA",2,"No Action",1,NA,2023,-70.828,42.76816,1,"6/8/2023",6,8,"JGM","Low/Falling","8:30",63,3,1,0,"PINE NAC SHARP 6/8/2023  ","0-50m","ALFL",0,"AERIAL",3
"143","SP REF","Sapowet","RI",3,"Reference",1,NA,2022,41.582289,-71.207475,1,"5/13/2022",5,13,"JH","High/Falling","650",57,2,0,0,"SP REF 5/13/2022  ","0-50m","ALFL",0,"AERIAL",3
"144","SP REF","Sapowet","RI",3,"Reference",2,NA,2022,41.582289,-71.207475,3,"7/11/2022",7,11,"JH","Low/Falling","818",68,0,1,1,"SP REF 7/11/2022  ","0-50m","ALFL",0,"AERIAL",3
"145","PINE S REF SHARP","Pine Island","MA",2,"Reference",2,NA,2021,-70.82514,42.7653,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","7:56",73,0,2,1,"PINE S REF SHARP 7/7/2021  ","0-50m","ALFL",0,"AERIAL",3
"146","DPS S NAC","Plum Island","MA",2,"No Action",2,NA,2021,-70.8107,42.7738,3,"7/7/2021",7,7,"JGM/NA","Low/Rising","7:35",73,0,2,1,"DPS S NAC 7/7/2021  ","0-50m","ALFL",0,"AERIAL",3
"147","PINE S REF SHARP","Pine Island","MA",2,"Reference",1,NA,2023,-70.82514,42.7653,1,"6/8/2023",6,8,"JGM","Low/Falling","9:15",65,2,0,0,"PINE S REF SHARP 6/8/2023  ","0-50m","ALFL",0,"AERIAL",3
"148","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2023,-71.288352,41.712839,2,"6/16/2023",6,16,"JH","High/Rising","720",65,0,0,1,"JP NAC 6/16/2023  ","0-50m","ALFL",0,"AERIAL",3
"149","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2023,-71.288352,41.712839,3,"7/12/2023",7,12,"JH","High/Falling","717",78,0,1,1,"JP NAC 7/12/2023  ","0-50m","ALFL",0,"AERIAL",3
"150","RM RUN","Round Marsh","RI",3,"Runnel",1,9,2023,-71.3694,41.5107,1,"5/31/2023",5,31,"JH","High/Falling","621",53,2,1,2,"RM RUN 5/31/2023  ","0-50m","ALFL",0,"AERIAL",3
"151","RM RUN","Round Marsh","RI",3,"Runnel",2,9,2023,-71.3694,41.5107,3,"6/26/2023",6,26,"JH","Low/Falling","658",68,2,1,2,"RM RUN 6/26/2023  ","0-50m","ALFL",0,"AERIAL",3
"152","SP NAC","Sapowet","RI",3,"No Action",1,NA,2022,41.576394,-71.201106,1,"5/13/2022",5,13,"JH","Low/Falling","849",60,2,0,1,"SP NAC 5/13/2022  ","0-50m","ALFL",0,"AERIAL",3
"153","SP NAC","Sapowet","RI",3,"No Action",2,NA,2022,41.576394,-71.201106,3,"7/11/2022",7,11,"JH","Low/Falling","940",72,0,2,1,"SP NAC 7/11/2022  ","0-50m","ALFL",0,"AERIAL",3
"154","SP NAC","Sapowet","RI",3,"No Action",1,NA,2023,-71.201106,41.576394,2,"6/4/2023",6,4,"JH","High/Rising","819",53,1,3,0,"SP NAC 6/4/2023  ","0-50m","ALFL",0,"AERIAL",3
"155","SP NAC","Sapowet","RI",3,"No Action",2,NA,2023,-71.201106,41.576394,3,"7/9/2023",7,9,"JH","Low/Rising","821",77,2,0,1,"SP NAC 7/9/2023  ","0-50m","ALFL",0,"AERIAL",3
"156","OTH REF","Old Town Hill","MA",2,"Reference",2,NA,2023,-70.862339,42.774958,2,"7/7/2023",7,7,"JLG","Low/Falling","8:06",74,1,1,1,"OTH REF 7/7/2023  ","0-50m","ALFL",0,"AERIAL",3
"157","PP RUN","Potter's Pond","RI",3,"Runnel",2,5,2023,-71.527601,41.37927,2,"6/19/2023",6,19,"JH","High/Rising","738",63,1,2,1,"PP RUN 6/19/2023  ","0-50m","ALFL",0,"AERIAL",3
"158","Kents REF","Kent's Island","MA",2,"Reference",1,NA,2022,-70.874217,42.769253,1,"5/31/2022",5,31,"JLG","Low","8:42",73,1,2,3,"Kents REF 5/31/2022  ","0-50m","ALFL",0,"AERIAL",3
"159","Kents REF","Kent's Island","MA",2,"Reference",2,NA,2022,-70.874217,42.769253,2,"7/5/2022",7,5,"JLG","High/Falling","8:16",68,1,0,1,"Kents REF 7/5/2022  ","0-50m","ALFL",0,"AERIAL",3
"160","SP RUN North","Sapowet","RI",3,"Runnel",1,4,2022,41.582944,-71.205411,1,"5/13/2022",5,13,"JH","High/Falling","711",57,2,0,0,"SP RUN North 5/13/2022  ","0-50m","ALFL",0,"AERIAL",3
"161","SP RUN North","Sapowet","RI",3,"Runnel",2,4,2022,41.582944,-71.205411,3,"7/11/2022",7,11,"JH","Low/Falling","835",68,0,2,1,"SP RUN North 7/11/2022  ","0-50m","ALFL",0,"AERIAL",3
"162","SP RUN North","Sapowet","RI",3,"Runnel",2,0,2022,41.578878,-71.205069,3,"7/11/2022",7,11,"JH","Low/Falling","900",68,0,1,1,"SP RUN North 7/11/2022  ","0-50m","ALFL",0,"AERIAL",3
"163","SP RUN North","Sapowet","RI",3,"Runnel",1,5,2023,-71.205411,41.582944,2,"6/4/2023",6,4,"JH","High/Rising","701",51,1,2,1,"SP RUN North 6/4/2023  ","0-50m","ALFL",0,"AERIAL",3
"164","SP RUN North","Sapowet","RI",3,"Runnel",2,5,2023,-71.205411,41.582944,3,"7/9/2023",7,9,"JH","Low/Falling","707",76,2,1,0,"SP RUN North 7/9/2023  ","0-50m","ALFL",0,"AERIAL",3
"165","SP RUN South","Sapowet","RI",3,"Runnel",1,1,2023,-71.205069,41.578878,2,"6/4/2023",6,4,"JH","High/Rising","726",52,1,2,0,"SP RUN South 6/4/2023  ","0-50m","ALFL",0,"AERIAL",3
"166","SP RUN South","Sapowet","RI",3,"Runnel",2,1,2023,-71.205069,41.578878,3,"7/9/2023",7,9,"JH","Low","735",76,2,0,1,"SP RUN South 7/9/2023  ","0-50m","ALFL",0,"AERIAL",3
"167","CN REF","Canonchet","RI",3,"Reference",1,NA,2023,-71.458492,41.444235,2,"6/24/2023",6,24,"JH","Low","642",67,2,0,1,"CN REF 6/24/2023  ","0-50m","ALFL",0,"AERIAL",3
"168","OTH REF","Old Town Hill","MA",2,"Reference",1,NA,2023,-70.862339,42.774958,1,"6/6/2023",6,6,"JLG","Low/Falling","7:14",53,1,1,1,"OTH REF 6/6/2023  ","0-50m","ALFL",0,"AERIAL",3
"169","PP RUN","Potter's Pond","RI",3,"Runnel",1,5,2023,-71.527601,41.37927,1,"5/21/2023",5,21,"JH","High/Falling","743",57,2,3,1,"PP RUN 5/21/2023  ","0-50m","ALFL",0,"AERIAL",3
"170","Ipswich REF East","Ipswich","MA",2,"Reference",2,NA,2022,-70.771769,42.680317,2,"6/20/2022",6,20,"JLG","High/Falling","6:57",50,0,2,1,"Ipswich REF East 6/20/2022  ","0-50m","ALFL",0,"AERIAL",3
"171","Ipswich REF West","Ipswich","MA",2,"Reference",2,NA,2022,-70.782456,42.680364,2,"6/20/2022",6,20,"JLG","High/Falling","7:53",59,0,1,1,"Ipswich REF West 6/20/2022  ","0-50m","ALFL",0,"AERIAL",3
"172","OTH RUN","Old Town Hill","MA",2,"Runnel",2,2,2023,-70.859639,42.771683,2,"7/7/2023",7,7,"JLG","Low/Falling","6:33",72,1,1,1,"OTH RUN 7/7/2023  ","0-50m","ALFL",0,"AERIAL",3
"173","PINE N REF SHARP","Pine Island","MA",2,"Reference",1,NA,2021,-70.832,42.7709,2,"6/23/2021",6,23,"ARP/NA","High/Rising","9:07",63,0,3,1,"PINE N REF SHARP 6/23/2021  ","0-50m","ALFL",0,"AERIAL",3
"174","PP NAC","Potter's Pond","RI",3,"No Action",2,NA,2021,-71.523686,41.381596,2,"6/23/2021",6,23,"JAH","Low/Falling","10:32",68,0,3,1,"PP NAC 6/23/2021  ","0-50m","ALFL",0,"AERIAL",3
"175","Ipswich NAC West","Ipswich","MA",2,"No Action",2,NA,2022,-70.781622,42.678839,2,"6/20/2022",6,20,"JLG","High/Falling","8:07",59,0,2,1,"Ipswich NAC West 6/20/2022  ","0-50m","ALFL",0,"AERIAL",3
"176","Ipswich NAC West","Ipswich","MA",2,"No Action",1,NA,2023,-70.773939,42.679464,1,"6/15/2023",6,15,"JLG","High/Rising","9:17",62,1,0,1,"Ipswich NAC West 6/15/2023  ","0-50m","ALFL",0,"AERIAL",3
"177","PP NAC","Potter's Pond","RI",3,"No Action",2,NA,2023,-71.523686,41.381596,2,"6/19/2023",6,19,"JH","Low/Rising","705",60,1,1,1,"PP NAC 6/19/2023  ","0-50m","ALFL",0,"AERIAL",3
"178","PP REF","Potter's Pond","RI",3,"Reference",1,NA,2021,-71.53134,41.378349,1,"5/12/2021",5,12,"ADF","High/Rising","6:30",50,0,1,1,"PP REF 5/12/2021  ","0-50m","ALFL",0,"AERIAL",3
"179","Ipswich NAC West","Ipswich","MA",2,"No Action",2,1,2023,-70.773939,42.679464,2,"7/12/2023",7,12,"JGM","High/Falling","9:45",80,1,0,1,"Ipswich NAC West 7/12/2023  ","0-50m","ALFL",0,"AERIAL",3
"180","PP RUN","Potter's Pond","RI",3,"Runnel",1,3,2021,-71.527601,41.37927,1,"5/13/2021",5,13,"ADF","High/Rising","6:55",50,0,1,1,"PP RUN 5/13/2021  ","0-50m","ALFL",0,"AERIAL",3
"181","PP RUN","Potter's Pond","RI",3,"Runnel",2,3,2021,-71.527601,41.37927,2,"6/15/2021",6,15,"JAH","Low/Rising","9:16",68,2,2,1,"PP RUN 6/15/2021  ","0-50m","ALFL",0,"AERIAL",3
"182","Essex NAC South","Essex","MA",2,"No Action",2,NA,2023,-70.771131,42.651806,2,"7/19/2023",7,19,"JGM","Low/Rising","825",75,2,1,2,"Essex NAC South 7/19/2023  ","0-50m","ALFL",0,"AERIAL",3
"183","NR RUN","Narrow River","RI",3,"Runnel",2,7,2023,-71.464571,41.444954,3,"7/10/2023",7,10,"JH","Low/Falling","736",70,2,2,1,"NR RUN 7/10/2023  ","0-50m","ALFL",0,"AERIAL",3
"184","PLHA REF North","Plum Island","MA",2,"Reference",1,NA,2022,-70.808555,42.766757,1,"6/1/2022",6,1,"JLG","Low","9:06",57,2,2,2,"PLHA REF North 6/1/2022  ","0-50m","ALFL",0,"AERIAL",3
"185","RM NAC","Round Marsh","RI",3,"No Action",2,NA,2023,-71.3709,41.5085,3,"6/26/2023",6,26,"JH","Low/Falling","638",68,4,1,1,"RM NAC 6/26/2023  ","0-50m","ALFL",0,"AERIAL",3
"186","Ipswich RUN East","Ipswich","MA",2,"Runnel",1,0,2022,-70.775144,42.680281,1,"5/27/2022",5,27,"JLG","High/Rising","9:30",67,1,2,3,"Ipswich RUN East 5/27/2022  ","0-50m","ALFL",0,"AERIAL",3
"187","MM SHARP3","Moody Marsh","ME",2,"No Action",2,NA,2021,-70.5924,43.2702,3,"7/7/2021",7,7,"ARP/NA","High/Rising","8:52",78,0,2,1,"MM SHARP3 7/7/2021  ","0-50m","ALFL",0,"AERIAL",3
"188","PINE S REF SHARP","Pine Island","MA",2,"Reference",2,NA,2023,-70.82514,42.7653,2,"7/18/2023",7,18,"JGM","Low/Rising","800",72,2,1,1,"PINE S REF SHARP 7/18/2023  ","0-50m","ALFL",0,"AERIAL",3
"189","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",1,6,2021,-70.82254,42.764,2,"6/23/2021",6,23,"JLG/JGM","High/Rising","9:46",63,0,3,1,"PINE S RUN SHARP 6/23/2021  ","0-50m","ALFL",0,"AERIAL",3
"190","MM SHARP3","Moody Marsh","ME",2,"No Action",1,NA,2021,-70.5924,43.2702,2,"6/18/2021",6,18,"ARP/NA","Low/Falling","8:52",74,0,1,1,"MM SHARP3 6/18/2021  ","0-50m","ALFL",0,"AERIAL",3
"191","Ipswich REF East","Ipswich","MA",2,"Reference",1,NA,2022,-70.771769,42.680317,1,"5/27/2022",5,27,"JLG","High/Rising","9:03",64,1,2,2,"Ipswich REF East 5/27/2022  ","0-50m","ALFL",0,"AERIAL",3
"192","MM SHARP3","Moody Marsh","ME",2,"No Action",1,NA,2023,-70.5924,43.2702,1,"6/7/2023",6,7,"JLG/LG","Low/Falling","6:59",55,1,1,1,"MM SHARP3 6/7/2023  ","0-50m","ALFL",0,"AERIAL",3
"193","PLHA NAC","Plum Island","MA",2,"No Action",1,NA,2023,-70.808297,42.761219,1,"6/12/2023",6,12,"JLG","High/Falling","9:11",65,2,1,1,"PLHA NAC 6/12/2023  ","0-50m","ALFL",0,"AERIAL",3
"194","PLHA NAC","Plum Island","MA",2,"No Action",2,NA,2023,-70.808297,42.761219,2,"7/21/2023",7,21,"JLG","Low","834",72,1,1,1,"PLHA NAC 7/21/2023  ","0-50m","ALFL",0,"AERIAL",3
"195","PLHA REF North","Plum Island","MA",2,"Reference",1,NA,2023,-70.808555,42.766757,1,"6/12/2023",6,12,"JLG","High/Falling","9:47",67,2,1,1,"PLHA REF North 6/12/2023  ","0-50m","ALFL",0,"AERIAL",3
"196","Ipswich REF West","Ipswich","MA",2,"Reference",2,NA,2023,-70.771769,42.680317,2,"7/12/2023",7,12,"JLG","High/Falling","9:31",80,0,1,1,"Ipswich REF West 7/12/2023  ","0-50m","ALFL",0,"AERIAL",3
"197","Ipswich REF West","Ipswich","MA",2,"Reference",1,NA,2022,-70.782456,42.680364,1,"5/27/2022",5,27,"JLG","High/Rising","8:30",64,1,3,1,"Ipswich REF West 5/27/2022  ","0-50m","ALFL",0,"AERIAL",3
"198","PLHA REF North","Plum Island","MA",2,"Reference",2,NA,2022,-70.808555,42.766757,2,"6/28/2022",6,28,"JLG","Low","7:55",62,0,2,1,"PLHA REF North 6/28/2022  ","0-50m","ALFL",0,"AERIAL",3
"199","CN NAC","Canonchet","RI",3,"No Action",2,NA,2022,41.442441,-71.458731,3,"7/7/2022",7,7,"SM","Low/Falling","734",69,0,0,1,"CN NAC 7/7/2022  ","0-50m","ALFL",0,"AERIAL",3
"200","CN NAC","Canonchet","RI",3,"No Action",1,NA,2023,-71.458731,41.442441,2,"6/24/2023",6,24,"JH","Low","626",67,2,0,0,"CN NAC 6/24/2023  ","0-50m","ALFL",0,"AERIAL",3
"201","OTH NAC","Old Town Hill","MA",2,"No Action",1,NA,2022,-70.860789,42.777164,1,"5/31/2022",5,31,"JLG","Low","7:58",72,1,2,2,"OTH NAC 5/31/2022  ","0-50m","ALFL",0,"AERIAL",3
"202","OTH NAC","Old Town Hill","MA",2,"No Action",2,NA,2022,-70.860789,42.777164,2,"7/5/2022",7,5,"JLG","High/Falling","7:01",67,1,0,1,"OTH NAC 7/5/2022  ","0-50m","ALFL",0,"AERIAL",3
"203","MD NAC","Middlebridge","RI",3,"No Action",1,NA,2022,41.462694,-71.449686,2,"6/23/2022",6,23,"SM","High/Falling","633",62,1,1,1,"MD NAC 6/23/2022  ","0-50m","ALFL",0,"AERIAL",3
"204","OTH REF","Old Town Hill","MA",2,"Reference",2,NA,2022,-70.862339,42.774958,2,"7/5/2022",7,5,"JLG","High/Falling","7:33",68,1,0,1,"OTH REF 7/5/2022  ","0-50m","ALFL",0,"AERIAL",3
"205","CN NAC","Canonchet","RI",3,"No Action",2,NA,2023,-71.458731,41.442441,3,"7/15/2023",7,15,"JH","High/Falling","728",74,2,0,1,"CN NAC 7/15/2023  ","0-50m","ALFL",0,"AERIAL",3
"206","CN REF","Canonchet","RI",3,"Reference",1,NA,2022,-71.458492,41.444235,2,"6/2/2022",6,2,"SM","High/Rising","707",58,2,1,1,"CN REF 6/2/2022  ","0-50m","ALFL",0,"AERIAL",3
"207","PINE N REF SHARP","Pine Island","MA",2,"Reference",1,NA,2023,-70.832,42.7709,1,"6/8/2023",6,8,"JGM","Low/Falling","7:25",55,2,1,1,"PINE N REF SHARP 6/8/2023  ","0-50m","ALFL",0,"AERIAL",3
"208","Ipswich REF West","Ipswich","MA",2,"Reference",1,NA,2023,-70.771769,42.680317,1,"6/15/2023",6,15,"JLG","High/Rising","9:30",62,1,1,1,"Ipswich REF West 6/15/2023  ","0-50m","ALFL",0,"AERIAL",3
"209","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",2,6,2021,-70.82254,42.764,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","8:16",73,0,2,1,"PINE S RUN SHARP 7/7/2021  ","0-50m","ALFL",0,"AERIAL",3
"210","PINE N REF SHARP","Pine Island","MA",2,"Reference",2,NA,2021,-70.832,42.7709,3,"7/7/2021",7,7,"JLG/NA","Low","6:33",72,1,1,1,"PINE N REF SHARP 7/7/2021  ","0-50m","ALFL",0,"AERIAL",3
"211","PLHA NAC","Plum Island","MA",2,"No Action",2,NA,2022,-70.808297,42.761219,2,"6/28/2022",6,28,"JLG","Low/Rising","8:55",63,0,2,1,"PLHA NAC 6/28/2022  ","0-50m","ALFL",0,"AERIAL",3
"212","PINE N REF SHARP","Pine Island","MA",2,"Reference",2,NA,2023,-70.832,42.7709,2,"7/18/2023",7,18,"JGM","Low/Rising","1030",75,2,1,1,"PINE N REF SHARP 7/18/2023  ","0-50m","ALFL",0,"AERIAL",3
"213","OTH REF","Old Town Hill","MA",2,"Reference",1,NA,2022,-70.862339,42.774958,1,"5/31/2022",5,31,"JLG","Low","7:38",64,1,2,2,"OTH REF 5/31/2022  ","0-50m","ALFL",0,"AERIAL",3
"214","PLHA NAC","Plum Island","MA",2,"No Action",1,NA,2022,-70.808297,42.761219,1,"6/1/2022",6,1,"JLG","Low","8:24",57,1,1,2,"PLHA NAC 6/1/2022  ","0-50m","ALFL",0,"AERIAL",3
"215","PLHA REF North","Plum Island","MA",2,"Reference",2,NA,2023,-70.808555,42.766757,2,"7/21/2023",7,21,"JLG","Low","810",72,1,1,1,"PLHA REF North 7/21/2023  ","0-50m","ALFL",0,"AERIAL",3
"216","Ipswich NAC West","Ipswich","MA",2,"Runnel",2,1,2023,-70.775144,42.680281,2,"7/12/2023",7,12,"JGM","High/Falling","9:27",80,1,0,1,"Ipswich NAC West 7/12/2023  ","0-50m","ALFL",0,"AERIAL",3
"217","Kents NAC","Kent's Island","MA",2,"No Action",2,NA,2023,-70.873811,42.758717,2,"7/11/2023",7,11,"JLG","High","10:00",73,1,2,1,"Kents NAC 7/11/2023  ","0-50m","ALFL",0,"AERIAL",3
"218","PLHA REF South","Plum Island","MA",2,"Reference",1,NA,2023,-70.806616,42.758355,1,"6/12/2023",6,12,"JLG","High/Falling","8:45",62,2,1,1,"PLHA REF South 6/12/2023  ","0-50m","ALFL",0,"AERIAL",3
"219","PLHA REF South","Plum Island","MA",2,"Reference",2,NA,2023,-70.806616,42.758355,2,"7/21/2023",7,21,"JLG","Low","903",73,2,1,1,"PLHA REF South 7/21/2023  ","0-50m","ALFL",0,"AERIAL",3
"220","Essex REF South","Essex","MA",2,"Reference",1,NA,2023,-70.773536,42.649931,1,"6/15/2023",6,15,"JLG","Low/Rising","6:00",61,2,0,1,"Essex REF South 6/15/2023  ","0-50m","ALFL",0,"AERIAL",3
"221","Essex REF South","Essex","MA",2,"Reference",2,NA,2023,-70.773536,42.649931,2,"7/19/2023",7,19,"JGM","Low/Rising","905",72,1,2,2,"Essex REF South 7/19/2023  ","0-50m","ALFL",0,"AERIAL",3
"222","OTH NAC","Old Town Hill","MA",2,"No Action",2,NA,2023,-70.860789,42.777164,2,"7/7/2023",7,7,"JLG","Low/Falling","7:07",72,1,1,1,"OTH NAC 7/7/2023  ","0-50m","ALFL",0,"AERIAL",3
"223","PP NAC","Potter's Pond","RI",3,"No Action",1,NA,2023,-71.523686,41.381596,1,"5/21/2023",5,21,"JH","High/Falling","857",58,2,3,1,"PP NAC 5/21/2023  ","0-50m","ALFL",0,"AERIAL",3
"224","PLHA RUN North","Plum Island","MA",2,"Runnel",1,3,2022,-70.806447,42.764928,1,"6/1/2022",6,1,"JLG","Low","8:47",57,2,2,2,"PLHA RUN North 6/1/2022  ","0-50m","ALFL",0,"AERIAL",3
"225","JP RUN","Jacob's Point","RI",3,"Runnel",1,7,2023,-71.2876,41.712,2,"6/16/2023",6,16,"JH","High/Rising","650",64,0,0,1,"JP RUN 6/16/2023  ","0-50m","ALFL",0,"AERIAL",3
"226","Kents REF","Kent's Island","MA",2,"Reference",1,NA,2023,-70.874217,42.769253,1,"6/6/2023",6,6,"JLG","Low/Falling","9:01",61,1,2,1,"Kents REF 6/6/2023  ","0-50m","ALFL",0,"AERIAL",3
"227","JP RUN","Jacob's Point","RI",3,"Runnel",2,5,2021,-71.2876,41.712,2,"6/3/2021",6,3,"ADF","Low/Falling","6:15",60,2,1,1,"JP RUN 6/3/2021  ","0-50m","ALFL",0,"AERIAL",3
